itemID,itemTitle,Attributes
2784,Item 2092,Attribute13
2786,Item 2093,Attribute4
2787,Item 2094,Attribute13
2788,Item 2095,Attribute4
2789,Item 2096,Attribute13
2790,Item 2097,Attribute13|Attribute10
2791,Item 2098,Attribute4
2792,Item 2099,Attribute4
2793,Item 2100,Attribute4|Attribute13|Attribute7|Attribute10
2794,Item 2101,Attribute1|Attribute4|Attribute7
2795,Item 2102,Attribute4
2796,Item 2103,Attribute4
2797,Item 2104,Attribute4|Attribute6|Attribute5|Attribute7
2798,Item 2105,Attribute3|Attribute4
2799,Item 2106,Attribute4
2800,Item 2107,Attribute1|Animation|Attribute3|Attribute6|Attribute5
2801,Item 2108,Attribute6|Attribute7
2802,Item 2109,Attribute8|Attribute6|Attribute7|Attribute10
2803,Item 2110,Attribute9|Attribute6|Attribute12|Attribute7|Attribute10
2804,Item 2111,Attribute3|Attribute4
2805,Item 2112,Attribute4|Attribute7
2806,Item 2113,Attribute4|Attribute10
2807,Item 2114,Attribute8|Attribute11
2808,Item 2115,Attribute8|Attribute11
2810,Item 2116,Animation|Attribute13|Attribute12|Attribute10
2812,Item 2117,Attribute8|Attribute10
2813,Item 2118,Attribute15
2815,Item 2119,Attribute8|Attribute16
2816,Item 2120,Attribute8|Attribute16
2817,Item 2121,Attribute8
2818,Item 2122,Attribute8|Attribute16
2819,Item 2123,Attribute6|Attribute12|Attribute7|Attribute10
2820,Item 2124,Attribute6
2822,Item 2125,Attribute1|Attribute7
2824,Item 2126,Attribute15|Attribute6
2826,Item 2127,Attribute8|Attribute1|Attribute5
2827,Item 2128,Attribute13|Attribute11|Attribute10
2828,Item 2129,Attribute3|Attribute4
2829,Item 2130,Attribute4
2835,Item 2131,Attribute8|Attribute1|Attribute4|Attribute10
2836,Item 2132,Attribute4
2837,Item 2133,Attribute4|Attribute7
2839,Item 2134,Attribute6
2840,Item 2135,Attribute6|Attribute10
2841,Item 2136,Attribute13|Attribute12|Attribute10
2843,Item 2137,Attribute4|Attribute7
2844,Item 2138,Attribute6|Attribute12
2846,Item 2139,Attribute1|Attribute3|Attribute4|Attribute6
2847,Item 2140,Attribute1|Attribute6|Attribute7
2848,Item 2141,Attribute6
2851,Item 2142,Attribute1|Attribute11|Attribute10
2852,Item 2143,Attribute6
2856,Item 2144,Attribute10
2857,Item 2145,Attribute1|Animation|Attribute4|Attribute5|Attribute14
2858,Item 2146,Attribute6|Attribute7
2859,Item 2147,Attribute15|Attribute14
2860,Item 2148,Attribute4
2861,Item 2149,Attribute4|Attribute6
2862,Item 2150,Attribute6
2863,Item 2151,Attribute1|Attribute4|Attribute14
2865,Item 2152,Attribute4
2866,Item 2153,Attribute6
2867,Item 2154,Attribute4|Attribute13|Attribute10
2868,Item 2155,Attribute13
2870,Item 2156,Attribute4
2871,Item 2157,Attribute1|Attribute6|Attribute10
2872,Item 2158,Attribute1|Attribute5
2874,Item 2159,Attribute4|Attribute14|Attribute7
2875,Item 2160,Attribute6|Attribute12|Attribute7
2876,Item 2161,Animation|Attribute3|Attribute5
2877,Item 2162,Attribute14
2878,Item 2163,Attribute13
2879,Item 2164,Attribute8|Attribute1|Attribute4
2880,Item 2165,Attribute8|Attribute1|Attribute4
2881,Item 2166,Attribute8|Attribute9|Attribute6|Attribute10
2882,Item 2167,Attribute6
2883,Item 2168,Attribute4|Attribute6
2884,Item 2169,Attribute4|Attribute7
2885,Item 2170,Attribute6|Attribute7
2886,Item 2171,Attribute3|Attribute4
2887,Item 2172,Attribute8|Attribute4
2888,Item 2173,Attribute4|Attribute7
2889,Item 2174,Attribute4|Attribute6
2890,Item 2175,Attribute8|Attribute1|Attribute4|Attribute6|Attribute16
2891,Item 2176,Attribute4
2892,Item 2177,Attribute8|Attribute6
2893,Item 2178,Attribute8|Attribute1|Attribute6
2894,Item 2179,Attribute6|Attribute7
2896,Item 2180,Attribute18
2897,Item 2181,Attribute4|Attribute16
2898,Item 2182,Attribute13|Attribute12
2899,Item 2183,Attribute1|Animation|Attribute3
2900,Item 2184,Attribute13|Attribute11
2901,Item 2185,Attribute13|Attribute11
2902,Item 2186,Attribute13|Attribute12|Attribute10
2903,Item 2187,Attribute13|Attribute10
2905,Item 2188,Attribute8|Attribute1|Attribute6
2906,Item 2189,Attribute6|Attribute7
2907,Item 2190,Attribute4
2908,Item 2191,Attribute6
2912,Item 2192,Attribute9|Attribute6|Attribute10
2915,Item 2193,Attribute4
2916,Item 2194,Attribute8|Attribute1|Attribute11|Attribute10
2917,Item 2195,Attribute9|Attribute10
2918,Item 2196,Attribute4
2919,Item 2197,Attribute6|Attribute7|Attribute16
2921,Item 2198,Attribute18
2922,Item 2199,Attribute9|Attribute6|Attribute18
2924,Item 2200,Attribute8|Attribute4
2925,Item 2201,Attribute6
2926,Item 2202,Attribute4|Attribute6
2927,Item 2203,Attribute6|Attribute7
2928,Item 2204,Attribute6
2929,Item 2205,Attribute6|Attribute7
2930,Item 2206,Attribute15
2931,Item 2207,Attribute4|Attribute9|Attribute6|Attribute5
2932,Item 2208,Attribute6
2935,Item 2209,Attribute4|Attribute7
2936,Item 2210,Attribute1|Attribute4|Attribute7
2937,Item 2211,Attribute4
2939,Item 2212,Attribute6|Attribute10
2940,Item 2213,Attribute6|Attribute19|Attribute12|Attribute7
2941,Item 2214,Attribute14|Attribute7|Attribute16
2942,Item 2215,Attribute6|Attribute7
2943,Item 2216,Attribute6|Attribute7
2944,Item 2217,Attribute8|Attribute6|Attribute16
2946,Item 2218,Attribute4|Attribute14
2947,Item 2219,Attribute8|Attribute1|Attribute10
2948,Item 2220,Attribute8|Attribute1|Attribute10
2949,Item 2221,Attribute8|Attribute1|Attribute10
2950,Item 2222,Attribute1|Attribute6|Attribute7
2951,Item 2223,Attribute8|Attribute18
2952,Item 2224,Attribute9|Attribute6|Attribute10
2953,Item 2225,Attribute3|Attribute4
2956,Item 2226,Attribute8|Attribute9|Attribute10
2959,Item 2227,Attribute8|Attribute9|Attribute6|Attribute10
2961,Item 2228,Attribute4|Attribute6
2962,Item 2229,Attribute4|Attribute7
2964,Item 2230,Attribute6
2965,Item 2231,Attribute8
2966,Item 2232,Attribute1|Attribute6
2967,Item 2233,Attribute6|Attribute10
2968,Item 2234,Attribute1|Attribute4|Attribute5|Attribute11
2969,Item 2235,Attribute6|Attribute7
2970,Item 2236,Attribute1|Attribute6
2971,Item 2237,Attribute6|Attribute5|Attribute14
2972,Item 2238,Attribute6|Attribute16
2973,Item 2239,Attribute4|Attribute9|Attribute6
2974,Item 2240,Attribute13|Attribute10
2975,Item 2241,Attribute4|Attribute6
2976,Item 2242,Attribute6
2977,Item 2243,Attribute4|Attribute6
2978,Item 2244,Attribute4|Attribute7
2979,Item 2245,Attribute6
2982,Item 2246,Attribute13|Attribute10
2983,Item 2247,Attribute10
2984,Item 2248,Attribute15
2985,Item 2249,Attribute8|Attribute9|Attribute6|Attribute11|Attribute10
2986,Item 2250,Attribute8|Attribute9|Attribute11|Attribute10
2987,Item 2251,Attribute1|Animation|Attribute3|Attribute4|Attribute9|Attribute5|Attribute12
2988,Item 2252,Attribute6
2989,Item 2253,Attribute8|Attribute1|Attribute10
2990,Item 2254,Attribute8|Attribute1|Attribute10
2991,Item 2255,Attribute8|Attribute1|Attribute10
2992,Item 2256,Attribute13|Attribute10
2993,Item 2257,Attribute8|Attribute1|Attribute10
2995,Item 2258,Attribute13|Attribute10
2996,Item 2259,Attribute6
2997,Item 2260,Attribute4|Attribute6|Attribute5
3000,Item 2261,Attribute8|Attribute1|Animation|Attribute6|Attribute5
3002,Item 2262,Attribute15
3003,Item 2263,Attribute4|Attribute6|Attribute7|Attribute16
3004,Item 2264,Attribute4|Attribute7
3005,Item 2265,Attribute10
3006,Item 2266,Attribute6|Attribute10
3007,Item 2267,Attribute15
3008,Item 2268,Attribute6|Attribute11
3010,Item 2269,Attribute6
3011,Item 2270,Attribute6
3013,Item 2271,Attribute4|Attribute13
3014,Item 2272,Attribute4
3015,Item 2273,Attribute10
3016,Item 2274,Attribute13
3017,Item 2275,Attribute13
3018,Item 2276,Attribute4|Attribute13|Attribute11
3019,Item 2277,Attribute9|Attribute6
3020,Item 2278,Attribute8|Attribute6
3021,Item 2279,Attribute13
3022,Item 2280,Attribute4|Attribute16
3024,Item 2281,Attribute13|Attribute11
3028,Item 2282,Attribute4
3029,Item 2283,Attribute8|Attribute6
3030,Item 2284,Attribute8|Attribute1
3031,Item 2285,Attribute4
3032,Item 2286,Attribute8|Attribute6|Attribute11|Attribute10
3033,Item 2287,Attribute4|Attribute11
3034,Item 2288,Attribute1|Animation|Attribute3|Attribute4|Attribute14
3035,Item 2289,Attribute4|Attribute6|Attribute16
3036,Item 2290,Attribute1|Attribute6
3037,Item 2291,Attribute18
3038,Item 2292,Attribute6
3039,Item 2293,Attribute4
3040,Item 2294,Attribute4
3041,Item 2295,Attribute4
3042,Item 2296,Attribute4
3043,Item 2297,Attribute4
3044,Item 2298,Attribute12|Attribute7|Attribute10
3045,Item 2299,Attribute4|Attribute6
3046,Item 2300,Attribute4|Attribute7
3048,Item 2301,Attribute4
3051,Item 2302,Attribute4|Attribute6
3052,Item 2303,Attribute1|Attribute4|Attribute5
3053,Item 2304,Attribute6|Attribute16
3054,Item 2305,Attribute1|Animation|Attribute3|Attribute5|Attribute11
3055,Item 2306,Attribute10
3056,Item 2307,Attribute9|Attribute6|Attribute10
3057,Item 2308,Attribute4
3060,Item 2309,Attribute4|Attribute6|Attribute14
3061,Item 2310,Attribute4|Attribute14
3062,Item 2311,Attribute8|Attribute6|Attribute16
3063,Item 2312,Attribute6|Attribute10
3064,Item 2313,Attribute6|Attribute10
3066,Item 2314,Attribute8|Attribute6|Attribute16
3067,Item 2315,Attribute4|Attribute6
3068,Item 2316,Attribute6|Attribute12
3070,Item 2317,Attribute1|Attribute4|Attribute11
3071,Item 2318,Attribute4|Attribute6
3072,Item 2319,Attribute4|Attribute7
3073,Item 2320,Attribute6|Attribute7
3074,Item 2321,Attribute18
3075,Item 2322,Attribute6|Attribute13
3076,Item 2323,Attribute4
3077,Item 2324,Attribute15
3078,Item 2325,Attribute6
3079,Item 2326,Attribute4|Attribute6|Attribute7
3081,Item 2327,Attribute5|Attribute13|Attribute12|Attribute7
3082,Item 2328,Attribute8|Attribute1|Attribute10
3083,Item 2329,Attribute6
3086,Item 2330,Attribute3|Attribute4|Attribute5|Attribute14
3087,Item 2331,Attribute4|Attribute5|Attribute7
3088,Item 2332,Attribute4|Attribute5
3089,Item 2333,Attribute6
3090,Item 2334,Attribute6
3091,Item 2335,Attribute6|Attribute16
3093,Item 2336,Attribute6|Attribute18
3094,Item 2337,Attribute6|Attribute7
3095,Item 2338,Attribute6
3096,Item 2339,Attribute4
3097,Item 2340,Attribute4|Attribute6|Attribute7
3098,Item 2341,Attribute6
3099,Item 2342,Attribute4|Attribute6|Attribute7
3100,Item 2343,Attribute6
3101,Item 2344,Attribute6|Attribute10
3102,Item 2345,Attribute9|Attribute7|Attribute10
3103,Item 2346,Attribute6|Attribute7
3104,Item 2347,Attribute8|Attribute4|Attribute9|Attribute10
3105,Item 2348,Attribute6|Attribute12
3106,Item 2349,Attribute6|Attribute7
3107,Item 2350,Attribute8|Attribute6
3108,Item 2351,Attribute4|Attribute6|Attribute5|Attribute7
3109,Item 2352,Attribute6
3111,Item 2353,Attribute6
3112,Item 2354,Attribute6
3113,Item 2355,Attribute8|Attribute5|Attribute13|Attribute12|Attribute10
3114,Item 2356,Attribute1|Animation|Attribute3|Attribute4|Attribute5
3115,Item 2357,Attribute6
3117,Item 2358,Attribute6|Attribute7|Attribute16
3120,Item 2359,Attribute4
3125,Item 2360,Attribute6
3127,Item 2361,Attribute4|Attribute6
3129,Item 2362,Attribute4|Attribute6
3130,Item 2363,Attribute4|Attribute9|Attribute6
3132,Item 2364,Attribute4|Attribute6
3134,Item 2365,Attribute6|Attribute16
3135,Item 2366,Attribute6
3138,Item 2367,Attribute6
3141,Item 2368,Attribute6
3142,Item 2369,Attribute15|Attribute14
3143,Item 2370,Attribute6|Attribute16
3145,Item 2371,Attribute6
3146,Item 2372,Attribute4
3147,Item 2373,Attribute9|Attribute6
3148,Item 2374,Attribute6
3150,Item 2375,Attribute6|Attribute10
3152,Item 2376,Attribute6
3153,Item 2377,Attribute8|Attribute1|Attribute5
3155,Item 2378,Attribute6|Attribute7
3156,Item 2379,Attribute6|Attribute7|Attribute11
3157,Item 2380,Attribute3|Attribute4|Attribute5
3158,Item 2381,Attribute6
3159,Item 2382,Animation|Attribute3|Attribute14|Attribute17
3160,Item 2383,Attribute6
3161,Item 2384,Attribute6|Attribute7
3162,Item 2385,Attribute4|Attribute6
3163,Item 2386,Attribute4|Attribute6|Attribute14
3165,Item 2387,Attribute8|Attribute6
3167,Item 2388,Attribute4|Attribute6
3168,Item 2389,Attribute1|Attribute6
3169,Item 2390,Attribute9|Attribute6|Attribute10
3171,Item 2391,Attribute6
3173,Item 2392,Attribute6
3174,Item 2393,Attribute4|Attribute6
3175,Item 2394,Attribute1|Attribute4|Attribute11
3176,Item 2395,Attribute6|Attribute12|Attribute10
3177,Item 2396,Attribute4
3178,Item 2397,Attribute6
3179,Item 2398,Attribute6
3181,Item 2399,Attribute6
3182,Item 2400,Attribute15
3183,Item 2401,Attribute6
3185,Item 2402,Attribute6
3186,Item 2403,Attribute6
3189,Item 2404,Attribute3|Attribute6
3190,Item 2405,Attribute1|Attribute11|Attribute10
3192,Item 2406,Attribute6
3194,Item 2407,Attribute6|Attribute7
3196,Item 2408,Attribute6|Attribute16
3197,Item 2409,Attribute8|Attribute9|Attribute7|Attribute10
3198,Item 2410,Attribute9|Attribute6
3200,Item 2411,Attribute4|Attribute6
3201,Item 2412,Attribute6
3203,Item 2413,Attribute10
3204,Item 2414,Attribute8|Attribute12|Attribute10
3206,Item 2415,Attribute7
3208,Item 2416,Attribute8|Attribute4
3210,Item 2417,Attribute4|Attribute6|Attribute7
3211,Item 2418,Attribute6
3213,Item 2419,Animation|Attribute3
3214,Item 2420,Attribute6
3217,Item 2421,Attribute6
3219,Item 2422,Attribute12|Attribute10
3221,Item 2423,Attribute6
3223,Item 2424,Attribute6
3224,Item 2425,Attribute6
3225,Item 2426,Attribute4|Attribute7
3230,Item 2427,Attribute10
3235,Item 2428,Attribute4
3238,Item 2429,Attribute10
3240,Item 2430,Attribute4
3241,Item 2431,Attribute4
3243,Item 2432,Attribute4
3244,Item 2433,Attribute4|Attribute7
3246,Item 2434,Attribute6
3247,Item 2435,Attribute4|Attribute9
3248,Item 2436,Attribute4
3249,Item 2437,Attribute6|Attribute10
3250,Item 2438,Attribute6
3251,Item 2439,Attribute6|Attribute12
3252,Item 2440,Attribute6
3253,Item 2441,Attribute4
3254,Item 2442,Attribute4
3255,Item 2443,Attribute4|Attribute6
3256,Item 2444,Attribute8|Attribute9|Attribute6|Attribute10
3257,Item 2445,Attribute6|Attribute7|Attribute10
3258,Item 2446,Attribute4|Attribute5
3259,Item 2447,Attribute1|Attribute6|Attribute7
3260,Item 2448,Attribute6
3261,Item 2449,Attribute4|Attribute6|Attribute7
3262,Item 2450,Attribute9|Attribute6|Attribute12|Attribute10
3263,Item 2451,Attribute4|Attribute6
3264,Item 2452,Attribute8|Attribute4|Attribute13
3265,Item 2453,Attribute8|Attribute9|Attribute6|Attribute10
3266,Item 2454,Attribute4|Attribute9|Attribute6|Attribute10
3267,Item 2455,Attribute8|Attribute9|Attribute10|Attribute18
3268,Item 2456,Attribute8|Attribute4
3269,Item 2457,Attribute6|Attribute7|Attribute11
3270,Item 2458,Attribute4|Attribute6|Attribute7
3271,Item 2459,Attribute6
3272,Item 2460,Attribute9|Attribute6
3273,Item 2461,Attribute4|Attribute13|Attribute12|Attribute10
3274,Item 2462,Attribute6|Attribute10
3275,Item 2463,Attribute8|Attribute9|Attribute6|Attribute10
3276,Item 2464,Attribute4
3280,Item 2465,Attribute13
3281,Item 2466,Attribute15
3283,Item 2467,Attribute8
3284,Item 2468,Attribute4|Attribute12|Attribute7
3285,Item 2469,Attribute1|Attribute6
3286,Item 2470,Attribute4
3287,Item 2471,Animation|Attribute3
3289,Item 2472,Attribute6
3294,Item 2473,Attribute13
3295,Item 2474,Attribute6
3296,Item 2475,Attribute6
3298,Item 2476,Attribute9|Attribute6|Attribute10
3299,Item 2477,Attribute4|Attribute6
3300,Item 2478,Attribute13|Attribute11|Attribute10
3301,Item 2479,Attribute4|Attribute9
3302,Item 2480,Attribute4
3303,Item 2481,Attribute15
3306,Item 2482,Attribute4
3307,Item 2483,Attribute4|Attribute6|Attribute7
3308,Item 2484,Attribute4|Attribute6
3310,Item 2485,Attribute4|Attribute6
3313,Item 2486,Attribute4
3315,Item 2487,Attribute14
3316,Item 2488,Attribute8|Attribute10
3317,Item 2489,Attribute4|Attribute6
3323,Item 2490,Attribute4|Attribute9
3324,Item 2491,Attribute4
3325,Item 2492,Attribute4|Attribute6
3326,Item 2493,Attribute4|Attribute11
3327,Item 2494,Attribute15
3328,Item 2495,Attribute9|Attribute6
3329,Item 2496,Attribute6|Attribute7
3330,Item 2497,Attribute6|Attribute7
3331,Item 2498,Attribute6
3334,Item 2499,Attribute9|Attribute6|Attribute19|Attribute10
3338,Item 2500,Attribute15
3341,Item 2501,Attribute4
3342,Item 2502,Attribute6|Attribute16
3344,Item 2503,Attribute13
3345,Item 2504,Attribute1|Attribute3
3347,Item 2505,Attribute1|Attribute6
3350,Item 2506,Attribute6
3353,Item 2507,Attribute4|Attribute7
3354,Item 2508,Attribute11
3355,Item 2509,Attribute5|Attribute13|Attribute12|Attribute10
3357,Item 2510,Attribute6|Attribute7
3358,Item 2511,Attribute4|Attribute6|Attribute5|Attribute7
3359,Item 2512,Attribute4|Attribute6
3360,Item 2513,Attribute6|Attribute7
3361,Item 2514,Attribute4|Attribute6|Attribute7
3362,Item 2515,Attribute9|Attribute6
3363,Item 2516,Attribute4|Attribute6
3364,Item 2517,Attribute9|Attribute19
3365,Item 2518,Attribute6|Attribute18
3368,Item 2519,Attribute7|Attribute18
3370,Item 2520,Attribute6|Attribute10
3372,Item 2521,Attribute8|Attribute16
3374,Item 2522,Attribute6
3378,Item 2523,Attribute6
3379,Item 2524,Attribute6
3384,Item 2525,Attribute8|Attribute9
3385,Item 2526,Attribute4
3386,Item 2527,Attribute6|Attribute12|Attribute10
3387,Item 2528,Attribute4|Attribute12
3388,Item 2529,Attribute3|Attribute4
3389,Item 2530,Attribute8|Attribute1
3390,Item 2531,Attribute1|Attribute9|Attribute6|Attribute7
3391,Item 2532,Attribute4
3392,Item 2533,Attribute4
3393,Item 2534,Attribute4|Attribute5|Attribute7
3394,Item 2535,Attribute4|Attribute7
3395,Item 2536,Attribute4
3396,Item 2537,Attribute1|Attribute3|Attribute4|Attribute14
3397,Item 2538,Attribute3|Attribute4
3398,Item 2539,Attribute3|Attribute4|Attribute14
3400,Item 2540,Attribute1|Animation|Attribute3|Attribute5
3401,Item 2541,Attribute1|Attribute11
3402,Item 2542,Attribute4|Attribute6|Attribute7
3403,Item 2543,Attribute6|Attribute10
3404,Item 2544,Attribute8|Attribute6
3405,Item 2545,Attribute8|Attribute6
3406,Item 2546,Attribute8|Attribute1|Attribute6|Attribute16
3408,Item 2547,Attribute6
3409,Item 2548,Attribute6|Attribute10
3410,Item 2549,Attribute4|Attribute6
3412,Item 2550,Attribute1|Attribute3|Attribute6
3414,Item 2551,Attribute6|Attribute7|Attribute16
3415,Item 2552,Attribute6
3417,Item 2553,Attribute1|Attribute4
3418,Item 2554,Attribute1|Attribute9|Attribute6
3420,Item 2555,Attribute6|Attribute10
3421,Item 2556,Attribute4
3422,Item 2557,Attribute4|Attribute7
3423,Item 2558,Attribute6
3424,Item 2559,Attribute6
3425,Item 2560,Attribute6|Attribute14
3426,Item 2561,Attribute6|Attribute7
3428,Item 2562,Attribute6
3429,Item 2563,Animation|Attribute4
3430,Item 2564,Attribute8|Attribute9|Attribute6
3431,Item 2565,Attribute8|Attribute6
3432,Item 2566,Attribute8|Attribute6
3433,Item 2567,Attribute8|Attribute6
3434,Item 2568,Attribute8|Attribute6
3435,Item 2569,Attribute9|Attribute6|Attribute19
3436,Item 2570,Attribute6|Attribute7
3438,Item 2571,Attribute8|Attribute3|Attribute4|Attribute5|Attribute11
3439,Item 2572,Attribute8|Attribute3|Attribute5
3440,Item 2573,Attribute8|Attribute1|Attribute3|Attribute4|Attribute5
3441,Item 2574,Attribute8|Attribute6|Attribute16
3442,Item 2575,Attribute8|Attribute9|Attribute6
3444,Item 2576,Attribute8
3445,Item 2577,Attribute12|Attribute10
3446,Item 2578,Attribute4|Attribute6
3447,Item 2579,Attribute6
3448,Item 2580,Attribute4|Attribute6|Attribute16
3449,Item 2581,Attribute6
3450,Item 2582,Attribute4
3451,Item 2583,Attribute6
3452,Item 2584,Attribute8|Attribute9|Attribute7|Attribute10
3453,Item 2585,Attribute6|Attribute7
3454,Item 2586,Attribute4|Attribute7
3455,Item 2587,Attribute6|Attribute10
3456,Item 2588,Attribute6
3459,Item 2589,Attribute6|Attribute13
3461,Item 2590,Attribute1|Attribute6|Attribute10
3462,Item 2591,Attribute4|Attribute6|Attribute7
3466,Item 2592,Attribute4|Attribute5
3467,Item 2593,Attribute6|Attribute18
3468,Item 2594,Attribute6
3469,Item 2595,Attribute6
3470,Item 2596,Attribute1|Attribute6
3471,Item 2597,Attribute1|Attribute6|Attribute11
3473,Item 2598,Attribute4
3474,Item 2599,Attribute11|Attribute10
3475,Item 2600,Attribute6|Attribute7
3476,Item 2601,Attribute13|Attribute12
3477,Item 2602,Attribute4|Attribute6
3478,Item 2603,Attribute6
3479,Item 2604,Attribute1|Attribute5|Attribute7
3480,Item 2605,Attribute6|Attribute7
3481,Item 2606,Attribute4|Attribute6|Attribute7
3483,Item 2607,Animation|Attribute3
3484,Item 2608,Attribute10
3489,Item 2609,Attribute1|Attribute4|Attribute5
3492,Item 2610,Attribute1|Attribute4|Attribute7
3494,Item 2611,Attribute1|Attribute6|Attribute18
3496,Item 2612,Attribute6
3497,Item 2613,Attribute4
3498,Item 2614,Attribute6
3499,Item 2615,Attribute6|Attribute13|Attribute10
3500,Item 2616,Attribute4|Attribute6
3501,Item 2617,Attribute4|Attribute7
3502,Item 2618,Attribute6
3503,Item 2619,Attribute6|Attribute12|Attribute11
3504,Item 2620,Attribute4|Attribute6
3505,Item 2621,Attribute6|Attribute12|Attribute10
3506,Item 2622,Attribute4|Attribute6
3507,Item 2623,Attribute4
3508,Item 2624,Attribute8|Attribute1|Attribute6|Attribute10|Attribute18
3510,Item 2625,Attribute6|Attribute10
3511,Item 2626,Attribute4
3512,Item 2627,Attribute6|Attribute7
3513,Item 2628,Attribute6|Attribute10
3514,Item 2629,Attribute6
3515,Item 2630,Attribute4|Attribute7
3516,Item 2631,Attribute4|Attribute5|Attribute7
3519,Item 2632,Attribute8|Attribute6|Attribute16
3521,Item 2633,Attribute4|Attribute6
3524,Item 2634,Attribute4|Attribute7
3525,Item 2635,Attribute4
3526,Item 2636,Attribute4|Attribute6
3527,Item 2637,Attribute8|Attribute11|Attribute10
3528,Item 2638,Attribute6|Attribute7
3529,Item 2639,Attribute9|Attribute10
3531,Item 2640,Attribute4|Attribute6|Attribute7
3534,Item 2641,Attribute6
3535,Item 2642,Attribute9|Attribute13|Attribute12|Attribute10
3536,Item 2643,Attribute4|Attribute6|Attribute7
3537,Item 2644,Attribute4|Attribute6
3538,Item 2645,Attribute4
3539,Item 2646,Attribute15
3543,Item 2647,Attribute4|Attribute6
3544,Item 2648,Attribute4
3545,Item 2649,Attribute6|Attribute14
3546,Item 2650,Attribute6|Attribute13|Attribute10
3548,Item 2651,Attribute4|Attribute6
3549,Item 2652,Attribute4|Attribute14|Attribute7
3550,Item 2653,Attribute13
3551,Item 2654,Attribute9|Attribute6|Attribute10
3552,Item 2655,Attribute4
3553,Item 2656,Attribute6|Attribute10
3554,Item 2657,Attribute6|Attribute7
3555,Item 2658,Attribute8|Attribute10|Attribute16
3556,Item 2659,Attribute6|Attribute7
3557,Item 2660,Attribute12|Attribute10
3559,Item 2661,Attribute4|Attribute6|Attribute7
3563,Item 2662,Attribute8|Attribute13
3564,Item 2663,Attribute3|Attribute4
3565,Item 2664,Attribute4|Attribute6
3566,Item 2665,Attribute4|Attribute6
3567,Item 2666,Attribute4|Attribute6|Attribute7
3568,Item 2667,Attribute4|Attribute7
3569,Item 2668,Attribute4|Attribute6
3571,Item 2669,Attribute4|Attribute6
3572,Item 2670,Attribute13|Attribute11
3573,Item 2671,Attribute13|Attribute11
3574,Item 2672,Attribute13|Attribute11
3576,Item 2673,Attribute8|Attribute13|Attribute11
3577,Item 2674,Attribute6|Attribute7
3578,Item 2675,Attribute8|Attribute1|Attribute6
3580,Item 2676,Attribute6
3581,Item 2677,Attribute4
3584,Item 2678,Attribute8|Attribute6|Attribute7|Attribute10
3586,Item 2679,Attribute6|Attribute7
3587,Item 2680,Attribute13
3590,Item 2681,Attribute4|Attribute6
3591,Item 2682,Attribute4|Attribute6
3592,Item 2683,Animation|Attribute11
3593,Item 2684,Attribute8|Attribute11
3594,Item 2685,Attribute6|Attribute14
3596,Item 2686,Attribute4
3597,Item 2687,Attribute4
3598,Item 2688,Attribute9|Attribute6|Attribute7|Attribute10
3599,Item 2689,Attribute4|Attribute14
3604,Item 2690,Attribute14
3606,Item 2691,Attribute4|Attribute14|Attribute7
3608,Item 2692,Attribute1|Attribute4
3609,Item 2693,Attribute15
3614,Item 2694,Attribute4|Attribute7
3615,Item 2695,Attribute1|Animation|Attribute3
3616,Item 2696,Attribute4|Attribute7
3617,Item 2697,Attribute4
3618,Item 2698,Attribute4|Attribute9
3619,Item 2699,Attribute4
3622,Item 2700,Attribute4
3623,Item 2701,Attribute8|Attribute1|Attribute10
3624,Item 2702,Attribute8|Attribute1|Attribute4|Attribute18
3625,Item 2703,Attribute15
3626,Item 2704,Attribute4
3627,Item 2705,Attribute13|Attribute10
3628,Item 2706,Attribute8|Attribute6|Attribute7|Attribute16
3629,Item 2707,Attribute1|Attribute4|Attribute7
3632,Item 2708,Attribute4|Attribute9
3633,Item 2709,Attribute8|Attribute1|Attribute7|Attribute10
3634,Item 2710,Attribute10
3635,Item 2711,Attribute8|Attribute1|Attribute10
3637,Item 2712,Attribute6
3638,Item 2713,Attribute8|Attribute1|Attribute11|Attribute10
3639,Item 2714,Attribute8|Attribute1|Attribute10
3640,Item 2715,Attribute4|Attribute6
3641,Item 2716,Attribute6
3643,Item 2717,Attribute8|Attribute6|Attribute16
3646,Item 2718,Attribute4
3648,Item 2719,Attribute13|Attribute11
3649,Item 2720,Attribute6
3652,Item 2721,Attribute13
3653,Item 2722,Attribute15
3654,Item 2723,Attribute8|Attribute1|Attribute6|Attribute16
3655,Item 2724,Attribute6
3658,Item 2725,Attribute13|Attribute11
3660,Item 2726,Attribute13|Attribute11|Attribute10
3661,Item 2727,Attribute13|Attribute11|Attribute10
3662,Item 2728,Attribute13|Attribute11|Attribute10
3663,Item 2729,Attribute13|Attribute11|Attribute10
3664,Item 2730,Attribute13|Attribute11|Attribute10
3667,Item 2731,Attribute8|Attribute4|Attribute9
3668,Item 2732,Attribute6|Attribute7
3669,Item 2733,Attribute4
3671,Item 2734,Attribute4|Attribute18
3672,Item 2735,Attribute1|Attribute3
3673,Item 2736,Attribute1|Attribute3
3674,Item 2737,Attribute1|Attribute3|Attribute4|Attribute6
3675,Item 2738,Attribute4|Attribute14|Attribute7
3676,Item 2739,Attribute6|Attribute13
3677,Item 2740,Attribute15
3678,Item 2741,Attribute6
3679,Item 2742,Attribute15|Attribute14
3680,Item 2743,Attribute15
3681,Item 2744,Attribute8|Attribute6|Attribute10|Attribute18
